INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted
Кухонная плита согревала кухню, и свет лампы делал ее еще теплее.	плита	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38de04083e58c099a575	000271bf80--64ef36260308d50982a5a77c	000271bf80--64ef38de04083e58c099a575	000271bf80--64ef38de04083e58c099a56f	26e835b1c42c63ec5de9771038a99dab	APPROVED	2023-08-30T12:41:02.967	2023-08-30T12:42:10.152	2023-08-30T12:42:10.152
Я воткнул булавку в морковку. Когда я вытащил булавку, она оставила дырку.	морковку	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38de04083e58c099a575	000271bf80--64ef36132409351a10c5f671	000271bf80--64ef38de04083e58c099a575	000271bf80--64ef38de04083e58c099a56f	26e835b1c42c63ec5de9771038a99dab	APPROVED	2023-08-30T12:41:02.967	2023-08-30T12:42:10.152	2023-08-30T12:42:10.152
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef38e0fd2be161870f232b	5f2bec3008832c6d78e46fbb2aa99b9e	APPROVED	2023-08-30T12:41:04.917	2023-08-30T12:41:52.356	2023-08-30T12:41:52.356
Натали сдала все предметы на неделю раньше срока и уехала в Римини повидать Софи, она успела как раз вовремя, пока та не уехала в Германию.	Натали	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef36290308d50982a5a964	000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef38e0fd2be161870f232b	5f2bec3008832c6d78e46fbb2aa99b9e	APPROVED	2023-08-30T12:41:04.917	2023-08-30T12:41:52.356	2023-08-30T12:41:52.356
У Ларри всегда были про запас два или три фокуса и дробовик, он стрелял без промаха, потому что был заговорён местной колдуньей на беспримерную меткость и храбрость.	Ларри	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef36280308d50982a5a8e6	000271bf80--64ef38e0fd2be161870f2330	000271bf80--64ef38e0fd2be161870f232b	5f2bec3008832c6d78e46fbb2aa99b9e	APPROVED	2023-08-30T12:41:04.917	2023-08-30T12:41:52.356	2023-08-30T12:41:52.356
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они убедились, что их поезд прибыл.	Мод и Дора	они убедились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef36270308d50982a5a884	000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef38e14990a07004fe1a34	1f9dd9e1f3007fbe02ff41138343a38d	APPROVED	2023-08-30T12:41:05.039	2023-08-30T12:41:54.764	2023-08-30T12:41:54.764
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef38e14990a07004fe1a34	1f9dd9e1f3007fbe02ff41138343a38d	APPROVED	2023-08-30T12:41:05.039	2023-08-30T12:41:54.764	2023-08-30T12:41:54.764
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на его пути, как будто он был живым существом.	Мэт	на его пути	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef36260308d50982a5a7fc	000271bf80--64ef38e14990a07004fe1a36	000271bf80--64ef38e14990a07004fe1a34	1f9dd9e1f3007fbe02ff41138343a38d	APPROVED	2023-08-30T12:41:05.039	2023-08-30T12:41:54.764	2023-08-30T12:41:54.764
Обычно дождливые дни влекли ее к огню в зале, а Татьяна растянулась рядом с ним, расправив книгу на полу.	огню	с ним	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef36260308d50982a5a7c8	000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef38e3cb2d9f2c8af636e4	24ee4fa729bfefdac58d499100ec35aa	APPROVED	2023-08-30T12:41:07.327	2023-08-30T12:42:07.462	2023-08-30T12:42:07.462
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef38e3cb2d9f2c8af636e4	24ee4fa729bfefdac58d499100ec35aa	APPROVED	2023-08-30T12:41:07.327	2023-08-30T12:42:07.462	2023-08-30T12:42:07.462
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они убедились, что их поезд прибыл.	Мод и Дора	они убедились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef36270308d50982a5a884	000271bf80--64ef38e3cb2d9f2c8af636f0	000271bf80--64ef38e3cb2d9f2c8af636e4	24ee4fa729bfefdac58d499100ec35aa	APPROVED	2023-08-30T12:41:07.327	2023-08-30T12:42:07.462	2023-08-30T12:42:07.462
Обычно дождливые дни влекли ее к огню в зале, а Татьяна растянулась рядом с ним, расправив книгу на полу.	огню	с ним	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef36260308d50982a5a7c8	000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef38e611fcd81de5cbcadf	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:41:10.227	2023-08-30T12:41:36.516	2023-08-30T12:41:36.516
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef38e611fcd81de5cbcadf	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:41:10.227	2023-08-30T12:41:36.516	2023-08-30T12:41:36.516
Кухонная плита согревала кухню, и свет лампы делал ее еще теплее.	плита	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef36260308d50982a5a77c	000271bf80--64ef38e611fcd81de5cbcae1	000271bf80--64ef38e611fcd81de5cbcadf	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:41:10.227	2023-08-30T12:41:36.516	2023-08-30T12:41:36.516
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они убедились, что их поезд прибыл.	Мод и Дора	они убедились	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef36270308d50982a5a884	000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef38e86d429a13b4bbb31c	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:41:12.239	2023-08-30T12:41:36.873	2023-08-30T12:41:36.873
Молния ударила в сосну. Она расколола ствол ясеня, на который упала, до основания.	Молния	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef36290308d50982a5a95e	000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef38e86d429a13b4bbb31c	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:41:12.239	2023-08-30T12:41:36.873	2023-08-30T12:41:36.873
Боб заплатил за обучение Чарльза в университете. Он был очень щедр.	Боб	Он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef36132409351a10c5f66d	000271bf80--64ef38e86d429a13b4bbb31e	000271bf80--64ef38e86d429a13b4bbb31c	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:41:12.239	2023-08-30T12:41:36.873	2023-08-30T12:41:36.873
Кухонная плита согревала кухню, и свет лампы делал ее еще теплее.	плита	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef36260308d50982a5a77c	000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef38ea2b730f4b1a5db232	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:41:14.599	2023-08-30T12:42:15.897	2023-08-30T12:42:15.897
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef38ea2b730f4b1a5db232	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:41:14.599	2023-08-30T12:42:15.897	2023-08-30T12:42:15.897
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	бюро	проклиная его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef36260308d50982a5a7f1	000271bf80--64ef38ea2b730f4b1a5db237	000271bf80--64ef38ea2b730f4b1a5db232	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:41:14.599	2023-08-30T12:42:15.897	2023-08-30T12:42:15.897
Генри не раз присутствовал на совещаниях, которые его отец проводил с известными детективами. Им требовалась его помощь в разгадывании таинственных загадок, и эти случаи становились для него красными днями календаря.	отец	его помощь	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef36260308d50982a5a753	000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef38eb7c47515701066b5c	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:41:15.523	2023-08-30T12:42:25.987	2023-08-30T12:42:25.987
Леди Балантайн наговорила леди Рубио много такого, о чём она потом серьёзно пожалела, но выбросить из головы уже не могла.	леди Рубио	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef36280308d50982a5a8ea	000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef38eb7c47515701066b5c	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:41:15.523	2023-08-30T12:42:25.987	2023-08-30T12:42:25.987
Маша хотела пойти в библиотеку, но она была закрыта.	библиотеку	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef36132409351a10c5f65e	000271bf80--64ef38eb7c47515701066b71	000271bf80--64ef38eb7c47515701066b5c	ba47b93866cb4acca5e818c36373f967	APPROVED	2023-08-30T12:41:15.523	2023-08-30T12:42:25.987	2023-08-30T12:42:25.987
Дорожка была кривая и постоянно плутала, заворачивая то за кривую сосну, то за ёлку, что весьма пугало Красную шапочку, она могла завести куда угодно, а вовсе не к дому бабушки.	Дорожка	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef38eb8cabf13b41f867d8	000271bf80--64ef36290308d50982a5a952	000271bf80--64ef38eb8cabf13b41f867d8	000271bf80--64ef38eb8cabf13b41f867d4	6def2e8d9e8158822eebbac6751ab01f	APPROVED	2023-08-30T12:41:15.437	2023-08-30T12:41:55.813	2023-08-30T12:41:55.813
