INPUT:idx	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:fluent	GOLDEN:fluent	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
32	блт за гребаный проездной в тюрьму????? Женщину????? Пздц...... что ,условного срока нет что ли? я херею с нашего правосудия...	427	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652c9b10e013ff63cff4fbb1	00027db7ff--652c78f64f14b96d9b218cd8	00027db7ff--652c9b10e013ff63cff4fbb1	00027db7ff--652c9b10e013ff63cff4fbad	8ff0a49d40b9b03e49022265ea3a36a6	APPROVED	2023-10-16T02:08:16.874	2023-10-16T02:09:50.297	2023-10-16T02:09:50.297	0.0300000000
285	Не стоит выкладывать таких людей в Ютуб.	375	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9b10e013ff63cff4fbb1	00027db7ff--652c79695dae053080c93f21	00027db7ff--652c9b10e013ff63cff4fbb1	00027db7ff--652c9b10e013ff63cff4fbad	8ff0a49d40b9b03e49022265ea3a36a6	APPROVED	2023-10-16T02:08:16.874	2023-10-16T02:09:50.297	2023-10-16T02:09:50.297	0.0300000000
597	Загубить то очень просто.нашли чем хвалиться	1597	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c796b5dae053080c94194	00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c9b6f9404dc38e662e52c	8ff0a49d40b9b03e49022265ea3a36a6	APPROVED	2023-10-16T02:09:51.696	2023-10-16T02:11:28.642	2023-10-16T02:11:28.642	0.0300000000
85	А где сейчас он живёт? Почему конкретно он уехал из России?	2510	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c79685dae053080c93d8f	00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c9b6f9404dc38e662e52c	8ff0a49d40b9b03e49022265ea3a36a6	APPROVED	2023-10-16T02:09:51.696	2023-10-16T02:11:28.642	2023-10-16T02:11:28.642	0.0300000000
70	Интересно как же будут переобуваться лукошенкинские? Вот посмотрим тогда что они петь будут?	407	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c78f64f14b96d9b218d3f	00027db7ff--652c9b6f9404dc38e662e52e	00027db7ff--652c9b6f9404dc38e662e52c	8ff0a49d40b9b03e49022265ea3a36a6	APPROVED	2023-10-16T02:09:51.696	2023-10-16T02:11:28.642	2023-10-16T02:11:28.642	0.0300000000
408	Так же ответочка на претензии ежи до стакана и прочей ерунды	2432	no				https://platform.toloka.ai/task/41793535/00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c796a5dae053080c94019	00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c9f0f67632923dd68103c	c64d48cb0faadce1b6c6b26d8ff26a77	APPROVED	2023-10-16T02:25:19.844	2023-10-16T02:27:38.706	2023-10-16T02:27:38.706	0.0300000000
8	ХОХЛЫ!! КРУГОМ ХОХЛЫ !! Gifx	181	no	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c78f64f14b96d9b218ca8	00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c9f0f67632923dd68103c	c64d48cb0faadce1b6c6b26d8ff26a77	APPROVED	2023-10-16T02:25:19.844	2023-10-16T02:27:38.706	2023-10-16T02:27:38.706	0.0300000000
177	Наши дизайнеры из Ирбита плохо справились со своей работой	1635	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c79695dae053080c93e48	00027db7ff--652c9f0f67632923dd681040	00027db7ff--652c9f0f67632923dd68103c	c64d48cb0faadce1b6c6b26d8ff26a77	APPROVED	2023-10-16T02:25:19.844	2023-10-16T02:27:38.706	2023-10-16T02:27:38.706	0.0300000000
220	Да я сегодня познакомилась нехотя с любовницей мужа	384	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c79695dae053080c93e9f	00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c9fdc67632923dd683b96	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:28:44.383	2023-10-16T02:29:35.882	2023-10-16T02:29:35.882	0.0300000000
17	да, кто этот постоянно сюда сливает?!	81	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c78f64f14b96d9b218cba	00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c9fdc67632923dd683b96	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:28:44.383	2023-10-16T02:29:35.882	2023-10-16T02:29:35.882	0.0300000000
710	Ещё бы в октябре открыл	2723	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c796c5dae053080c9427d	00027db7ff--652c9fdc67632923dd683b9b	00027db7ff--652c9fdc67632923dd683b96	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:28:44.383	2023-10-16T02:29:35.882	2023-10-16T02:29:35.882	0.0300000000
177	Наши дизайнеры из Ирбита плохо справились со своей работой	1635	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652c79695dae053080c93e48	00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652ca011a8ebdc7126db0054	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:29:37.284	2023-10-16T02:30:44.567	2023-10-16T02:30:44.567	0.0300000000
37	Он обещал к скоро закончится дай бог	443	no	no			https://platform.toloka.ai/task/41793535/00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652c78f64f14b96d9b218ce2	00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652ca011a8ebdc7126db0054	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:29:37.284	2023-10-16T02:30:44.567	2023-10-16T02:30:44.567	0.0300000000
621	даже этот человек и то понял, что народ восстанет!!!	2659	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652c796b5dae053080c941ca	00027db7ff--652ca011a8ebdc7126db005d	00027db7ff--652ca011a8ebdc7126db0054	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:29:37.284	2023-10-16T02:30:44.567	2023-10-16T02:30:44.567	0.0300000000
16	А тем более с ними	2006	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652c79685dae053080c93d05	00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652ca0564f14b96d9b28eb2c	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:30:46.133	2023-10-16T02:31:27.782	2023-10-16T02:31:27.782	0.0300000000
13	да зачем их сажать? что б потом кормить с наших налогов? только растрел!!!	382	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652c78f64f14b96d9b218cb2	00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652ca0564f14b96d9b28eb2c	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:30:46.133	2023-10-16T02:31:27.782	2023-10-16T02:31:27.782	0.0300000000
501	Вы и правда самобытны, общаетесь только картинками	2220	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652c796b5dae053080c940d4	00027db7ff--652ca0564f14b96d9b28eb2f	00027db7ff--652ca0564f14b96d9b28eb2c	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:30:46.133	2023-10-16T02:31:27.782	2023-10-16T02:31:27.782	0.0300000000
273	Зачем мне просрочку и еще платить за нее?	1984	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652c79695dae053080c93f09	00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652ca081e013ff63cff60b42	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:31:29.317	2023-10-16T02:32:20.272	2023-10-16T02:32:20.272	0.0300000000
324	Кто там из думы пенсионерам макароны предлагал?	106	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652c796a5dae053080c93f70	00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652ca081e013ff63cff60b42	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:31:29.317	2023-10-16T02:32:20.272	2023-10-16T02:32:20.272	0.0300000000
31	эй вы..шавки которые меня называют...путиноидом..вам блядям ситуация с беларусью не о чем не говорит?а??	85	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652c78f64f14b96d9b218cd6	00027db7ff--652ca081e013ff63cff60b4e	00027db7ff--652ca081e013ff63cff60b42	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:31:29.317	2023-10-16T02:32:20.272	2023-10-16T02:32:20.272	0.0300000000
6	Что вы курите?	1933	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652c79685dae053080c93cf1	00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652ca0b6e013ff63cff615ce	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:22.839	2023-10-16T02:32:54.119	2023-10-16T02:32:54.119	0.0300000000
597	Загубить то очень просто.нашли чем хвалиться	1597	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652c796b5dae053080c94194	00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652ca0b6e013ff63cff615ce	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:22.839	2023-10-16T02:32:54.119	2023-10-16T02:32:54.119	0.0300000000
52	Ты уже у себя сделал все что мог, не суй свой нос в беларуссию	434	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652c78f64f14b96d9b218d05	00027db7ff--652ca0b6e013ff63cff615d4	00027db7ff--652ca0b6e013ff63cff615ce	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:22.839	2023-10-16T02:32:54.119	2023-10-16T02:32:54.119	0.0300000000
133	кто ему ударил камнем по голове, и в воду выкинул?	2286	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652c79695dae053080c93df0	00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652ca0d7a8ebdc7126db302f	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:55.681	2023-10-16T02:33:28.669	2023-10-16T02:33:28.669	0.0300000000
26	правительству наказать, чтобы ввели госты	50	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652c78f64f14b96d9b218ccc	00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652ca0d7a8ebdc7126db302f	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:55.681	2023-10-16T02:33:28.669	2023-10-16T02:33:28.669	0.0300000000
716	Отстань пожалуйста	1620	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652c796c5dae053080c94289	00027db7ff--652ca0d7a8ebdc7126db3031	00027db7ff--652ca0d7a8ebdc7126db302f	78c9275a4ea4f3a6421a3e5be36dc6a2	APPROVED	2023-10-16T02:32:55.681	2023-10-16T02:33:28.669	2023-10-16T02:33:28.669	0.0300000000
621	даже этот человек и то понял, что народ восстанет!!!	2659	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652c796b5dae053080c941ca	00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652ca6d6b807d273d24dff03	5cc54dddd90a0ec504fec5bcf39518b4	APPROVED	2023-10-16T02:58:30.611	2023-10-16T02:59:25.769	2023-10-16T02:59:25.769	0.0300000000
716	Отстань пожалуйста	1620	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652c796c5dae053080c94289	00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652ca6d6b807d273d24dff03	5cc54dddd90a0ec504fec5bcf39518b4	APPROVED	2023-10-16T02:58:30.611	2023-10-16T02:59:25.769	2023-10-16T02:59:25.769	0.0300000000
18	самий пидараз здесь бартамео он уйдёть всё будеть нармалньно я в барсу верю	326	no	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652c78f64f14b96d9b218cbc	00027db7ff--652ca6d6b807d273d24dff10	00027db7ff--652ca6d6b807d273d24dff03	5cc54dddd90a0ec504fec5bcf39518b4	APPROVED	2023-10-16T02:58:30.611	2023-10-16T02:59:25.769	2023-10-16T02:59:25.769	0.0300000000
11	Хотел занять? Тогда да,проще позвонить,чем у кого то занимать....откель у меня в голове это??	418	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652c78f64f14b96d9b218cae	00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652cacad67632923dd6b3b20	00e99cbd4aad15c713743264ffc62067	APPROVED	2023-10-16T03:23:25.591	2023-10-16T03:24:27.678	2023-10-16T03:24:27.678	0.0300000000
315	Девочка при исполнении ( на работе) а мужик скорее неумный драться лезет	526	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652c796a5dae053080c93f5e	00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652cacad67632923dd6b3b20	00e99cbd4aad15c713743264ffc62067	APPROVED	2023-10-16T03:23:25.591	2023-10-16T03:24:27.678	2023-10-16T03:24:27.678	0.0300000000
710	Ещё бы в октябре открыл	2723	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652c796c5dae053080c9427d	00027db7ff--652cacad67632923dd6b3b23	00027db7ff--652cacad67632923dd6b3b20	00e99cbd4aad15c713743264ffc62067	APPROVED	2023-10-16T03:23:25.591	2023-10-16T03:24:27.678	2023-10-16T03:24:27.678	0.0300000000
315	Девочка при исполнении ( на работе) а мужик скорее неумный драться лезет	526	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652c796a5dae053080c93f5e	00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652cb6f4e013ff63cffb4076	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:07:16.653	2023-10-16T04:08:59.352	2023-10-16T04:08:59.352	0.0320000000
29	админы вы ненормальные или придуриваетесь из 500 прокруток не одного рейда что за правила дебильные надо выходить из игры	482	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652c78f64f14b96d9b218cd2	00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652cb6f4e013ff63cffb4076	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:07:16.653	2023-10-16T04:08:59.352	2023-10-16T04:08:59.352	0.0320000000
408	Так же ответочка на претензии ежи до стакана и прочей ерунды	2432	no				https://platform.toloka.ai/task/41793535/00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652c796a5dae053080c94019	00027db7ff--652cb6f4e013ff63cffb407c	00027db7ff--652cb6f4e013ff63cffb4076	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:07:16.653	2023-10-16T04:08:59.352	2023-10-16T04:08:59.352	0.0320000000
220	Да я сегодня познакомилась нехотя с любовницей мужа	384	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652c79695dae053080c93e9f	00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652cb75cf304820cdb6018c6	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:09:00.890	2023-10-16T04:17:03.751	2023-10-16T04:17:03.751	0.0320000000
177	Наши дизайнеры из Ирбита плохо справились со своей работой	1635	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652c79695dae053080c93e48	00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652cb75cf304820cdb6018c6	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:09:00.890	2023-10-16T04:17:03.751	2023-10-16T04:17:03.751	0.0320000000
9	путину надо учиться у лукашенко многому!!! но он трус! в хабаровске идут протесты а он сидит и дрожжит	259	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652c78f64f14b96d9b218caa	00027db7ff--652cb75cf304820cdb6018d5	00027db7ff--652cb75cf304820cdb6018c6	f878b7c53941bae8e2dad5ce1734de8d	APPROVED	2023-10-16T04:09:00.890	2023-10-16T04:17:03.751	2023-10-16T04:17:03.751	0.0320000000
249	Ну и зачем вы сейчас выкинули это видео2015года?это человек ещё во власти?	1343	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652c79695dae053080c93ed9	00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652cb8c3a8ebdc7126e0a77a	796a47c14fe6d5bd11f4f79dabfd6b8d	APPROVED	2023-10-16T04:15:00.077	2023-10-16T04:15:41.177	2023-10-16T04:15:41.177	0.0320000000
278	Вы держитесь, а я побежал	2698	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652c79695dae053080c93f13	00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652cb8c3a8ebdc7126e0a77a	796a47c14fe6d5bd11f4f79dabfd6b8d	APPROVED	2023-10-16T04:15:00.077	2023-10-16T04:15:41.177	2023-10-16T04:15:41.177	0.0320000000
51	сразу видно незнающие жизни!	205	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652c78f64f14b96d9b218d01	00027db7ff--652cb8c4a8ebdc7126e0a784	00027db7ff--652cb8c3a8ebdc7126e0a77a	796a47c14fe6d5bd11f4f79dabfd6b8d	APPROVED	2023-10-16T04:15:00.077	2023-10-16T04:15:41.177	2023-10-16T04:15:41.177	0.0320000000
46	что у этих людей в башке!?походу насрато!	379	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652cb8fc4f14b96d9b2e9001	00027db7ff--652c78f64f14b96d9b218cf4	00027db7ff--652cb8fc4f14b96d9b2e9001	00027db7ff--652cb8fc4f14b96d9b2e8ff6	796a47c14fe6d5bd11f4f79dabfd6b8d	APPROVED	2023-10-16T04:15:56.545	2023-10-16T04:16:23.323	2023-10-16T04:16:23.323	0.0320000000
