INPUT:premise	INPUT:hypothesis	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Его будут судить за взяточничество и злоупотребление служебным положением.	Его обвиняют во взяточничестве и злоупотреблении служебным положением.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656629b473f0bd2e80d6d088	00028673b2--65661c85a837516761fe51ef	00028673b2--656629b473f0bd2e80d6d088	00028673b2--656629b373f0bd2e80d6d086	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:04.025	2023-11-28T17:56:44.904	2023-11-28T17:56:44.904	0.0300000000
"О том, что идут где-то бои, можно было догадываться, как обычно, потому, что шли бои местного значения, а танков разбивали очень много. Но мне все же непонятно — в чем смысл этого удара. Правда, ""наши женщины рожают"", но следовало бы экономить русскую кровь."	Идут где-то бои.	1				https://platform.toloka.ai/task/42365874/00028673b2--656629b473f0bd2e80d6d088	00028673b2--65661c982eae777d413cf02c	00028673b2--656629b473f0bd2e80d6d088	00028673b2--656629b373f0bd2e80d6d086	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:04.025	2023-11-28T17:56:44.904	2023-11-28T17:56:44.904	0.0300000000
Все приготовились к зрелищу. Но ОНА сумела обмануть глупые нравы двора. ОНА сказала, что тревога преждевременна и симптомы ложные.	Тревоги не было.	2				https://platform.toloka.ai/task/42365874/00028673b2--656629b473f0bd2e80d6d088	00028673b2--65661c942eae777d413ced55	00028673b2--656629b473f0bd2e80d6d088	00028673b2--656629b373f0bd2e80d6d086	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:04.025	2023-11-28T17:56:44.904	2023-11-28T17:56:44.904	0.0300000000
Но работал он уже не долго. Он стал как-то быстро сдавать, с трудом двигался и еле вставал с кресла; а потом у него нашли рак. Рак был в такой запущенной форме, что нельзя было даже сказать, чего это рак, это был рак всего.	Это был рак чего-токонкретного.	2				https://platform.toloka.ai/task/42365874/00028673b2--656629decb94b61ac9a3b102	00028673b2--65661c992eae777d413cf109	00028673b2--656629decb94b61ac9a3b102	00028673b2--656629decb94b61ac9a3b0fd	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:46.371	2023-11-28T17:57:30.236	2023-11-28T17:57:30.236	0.0300000000
Тогда злоумышленник впал в ярость. Схватив нож и приставив лезвие к шее жертвы, он все же заставил мать принести деньги из комнаты бабушки. На основании доказательств, представленных районной прокуратурой, суд признал мужчину виновным в разбое с применением предмета, использованного в качестве оружия, и приговорил к четырем годам колонии общего режима.	Мать принесла деньги из комнаты бабушки.	1				https://platform.toloka.ai/task/42365874/00028673b2--656629decb94b61ac9a3b102	00028673b2--65661c982eae777d413cf015	00028673b2--656629decb94b61ac9a3b102	00028673b2--656629decb94b61ac9a3b0fd	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:46.371	2023-11-28T17:57:30.236	2023-11-28T17:57:30.236	0.0300000000
Тюменская кондитерская решила провести благотворительную акцию.	Тюменские кондитеры проведут благотворительную акцию.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656629decb94b61ac9a3b102	00028673b2--65661c84a837516761fe51c9	00028673b2--656629decb94b61ac9a3b102	00028673b2--656629decb94b61ac9a3b0fd	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:56:46.371	2023-11-28T17:57:30.236	2023-11-28T17:57:30.236	0.0300000000
"""Они не заслуживают жить на Земле"", - сказал он."	Они живут на Земле.	3	3			https://platform.toloka.ai/task/42365874/00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65661c85a837516761fe51f5	00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65662a0be1bebf42ba02b6df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:57:31.633	2023-11-28T17:58:12.222	2023-11-28T17:58:12.222	0.0300000000
Или не хотел? Я уверен, что он хотел. Он хотел сказать: это вам.	Это вам.	1				https://platform.toloka.ai/task/42365874/00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65661c992eae777d413cf0c9	00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65662a0be1bebf42ba02b6df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:57:31.633	2023-11-28T17:58:12.222	2023-11-28T17:58:12.222	0.0300000000
У медсестры словно гора с плеч свалилась. Она быстро поднялась и бегом направилась к двери. — Я пойду, приберу у вас в кабинете, — сказала она, выходя, а потом опять заглянула в палату.	Медсестра прибрала в кабинете.	1				https://platform.toloka.ai/task/42365874/00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65661c992eae777d413cf0d7	00028673b2--65662a0be1bebf42ba02b6e3	00028673b2--65662a0be1bebf42ba02b6df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:57:31.633	2023-11-28T17:58:12.222	2023-11-28T17:58:12.222	0.0300000000
В отдел полиции «Центральный» областного центра обратился местный житель, который сообщил полицейским, что подозревает свою домработницу в краже денег.	Домработница украла у местного жителя деньги.	2				https://platform.toloka.ai/task/42365874/00028673b2--65662a42ac2f3731920e0221	00028673b2--65661c9b2eae777d413cf1ad	00028673b2--65662a42ac2f3731920e0221	00028673b2--65662a42ac2f3731920e0212	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:58:26.202	2023-11-28T17:59:26.787	2023-11-28T17:59:26.787	0.0300000000
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!"""	Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .	1				https://platform.toloka.ai/task/42365874/00028673b2--65662a42ac2f3731920e0221	00028673b2--65661c982eae777d413cf011	00028673b2--65662a42ac2f3731920e0221	00028673b2--65662a42ac2f3731920e0212	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:58:26.202	2023-11-28T17:59:26.787	2023-11-28T17:59:26.787	0.0300000000
– Так-то лучше, – скажет император такой-то. – Вот и возвращайся к ней. – Но я и вас всех люблю, – скажу я.	Я и вас всех люблю.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--65662a42ac2f3731920e0221	00028673b2--65661c85a837516761fe51ff	00028673b2--65662a42ac2f3731920e0221	00028673b2--65662a42ac2f3731920e0212	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:58:26.202	2023-11-28T17:59:26.787	2023-11-28T17:59:26.787	0.0300000000
И тут на меня нашло. Как помню, в первый раз жизни защемило сердце. Позже стал осознавать, что так проявляет себя моя тревожность.	Так проявляет себя моя тревожность.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--65662a82ac2f3731920e10e5	00028673b2--65661c84a837516761fe51e3	00028673b2--65662a82ac2f3731920e10e5	00028673b2--65662a82ac2f3731920e10df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:59:30.515	2023-11-28T18:00:15.793	2023-11-28T18:00:15.793	0.0300000000
Потом решили записывать круглый год, очередь формировалась по дате подачи заявления.	Теперь записывают круглый год.	1				https://platform.toloka.ai/task/42365874/00028673b2--65662a82ac2f3731920e10e5	00028673b2--65661c962eae777d413ceeb9	00028673b2--65662a82ac2f3731920e10e5	00028673b2--65662a82ac2f3731920e10df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:59:30.515	2023-11-28T18:00:15.793	2023-11-28T18:00:15.793	0.0300000000
Главное – та странная, неестественная близость, которую оба сразу почувствовали, не имевшая ничего общего ни со страстью, ни с романтическим томлением, ничем другим не объяснимая, кроме как любовью, хотя и без оглушительного фейерверка чувств. Ну, они не так уж и молоды. Мина потрогала на полной красивой груди, словно проверяя ее упругость, коралловые бусы и улыбнулась, с нежностью подумав о муже, который доедал свой завтрак в ближайшем кафе в одиночестве.	Муж доедал свой завтрак в ближайшем кафе в одиночестве.	1				https://platform.toloka.ai/task/42365874/00028673b2--65662a82ac2f3731920e10e5	00028673b2--65661c962eae777d413ceeeb	00028673b2--65662a82ac2f3731920e10e5	00028673b2--65662a82ac2f3731920e10df	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T17:59:30.515	2023-11-28T18:00:15.793	2023-11-28T18:00:15.793	0.0300000000
Вечно, глядя из окна, обманываешься, что уже глубокая ночь на дворе.	Уже глубокая ночь на дворе.	2	2			https://platform.toloka.ai/task/42365874/00028673b2--65662ab173f0bd2e80d70354	00028673b2--65661c84a837516761fe51cd	00028673b2--65662ab173f0bd2e80d70354	00028673b2--65662ab173f0bd2e80d70352	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T18:00:17.466	2023-11-28T18:01:03.002	2023-11-28T18:01:03.002	0.0300000000
Самое главное - мы защищаем наши ценности, говорим на понятном для европейцев языке, поставив закон во главу угла.	Наш язык понятен европейцам.	1				https://platform.toloka.ai/task/42365874/00028673b2--65662ab173f0bd2e80d70354	00028673b2--65661c962eae777d413ceeb2	00028673b2--65662ab173f0bd2e80d70354	00028673b2--65662ab173f0bd2e80d70352	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T18:00:17.466	2023-11-28T18:01:03.002	2023-11-28T18:01:03.002	0.0300000000
Сначала приставы вынесли запрет регистрационных действий в отношении автомобиля. Но это не подействовало. Должник и не думал появляться в их отделе.	Должник появился в отделе у приставов.	2				https://platform.toloka.ai/task/42365874/00028673b2--65662ab173f0bd2e80d70354	00028673b2--65661c982eae777d413cf03c	00028673b2--65662ab173f0bd2e80d70354	00028673b2--65662ab173f0bd2e80d70352	613cd9c009dce0c9dbdfed7a4fc2aa64	APPROVED	2023-11-28T18:00:17.466	2023-11-28T18:01:03.002	2023-11-28T18:01:03.002	0.0300000000
